Sample_ID,Category,SMS_Text,Language,Label,text_length,contains_url,extracted_url,url_domain,text_length,word_count,urgency_keyword_count,sensitive_keyword_count,action_keyword_count,exclamation_count,question_count,digit_count,uppercase_count
SD0201,Gambling/Gaming Scams,"Aapka Junglee Rummy account mein Rs.12,000 ka deposit bonus pending hai. Activate karein abhi: https://jungleerummy-bonus.example/activate Sender: VM-JUNGLEE",Hinglish,Phishing,157,True,https://jungleerummy-bonus.example/activate,jungleerummy-bonus.example,157,17,0,1,2,0,0,5,15
SD0202,Gambling/Gaming Scams,"Mega Jackpot Alert: Your lucky number matched in the online casino draw, win Rs.95,000. Claim: http://megajackpot-demo.example/claim Helpline: +91-9811334477",English,Phishing,157,True,http://megajackpot-demo.example/claim,megajackpot-demo.example,157,18,0,0,0,0,0,17,7
SD0203,Gambling/Gaming Scams,Aapko WinZO game mein referral bonus Rs.7500 mila hai. KYC verify karein withdraw ke liye: https://winzo-referral.example/kyc Sender: AD-WINZOBONUS,Hinglish,Phishing,147,True,https://winzo-referral.example/kyc,winzo-referral.example,147,18,0,3,1,0,0,4,21
SD0204,Gambling/Gaming Scams,"Your betting wallet has Rs.18,200 ready to withdraw. Complete bank verification now: https://betwallet-verify-demo.example/verify Helpline: +91-9900667744",English,Phishing,154,True,https://betwallet-verify-demo.example/verify,betwallet-verify-demo.example,154,15,1,4,2,0,0,17,4
SD0205,Gambling/Gaming Scams,Aapka PUBG Mobile lucky spin se UC coins aur cash prize Rs.5000 jeeta hai. Claim karein: http://pubg-luckyspin.example/claim,Hinglish,Phishing,124,True,http://pubg-luckyspin.example/claim,pubg-luckyspin.example,124,17,0,2,0,0,0,4,10
SD0206,Gambling/Gaming Scams,"FINAL CALL: Your online lottery game ticket won Rs.60,000. Submit bank details before expiry: https://lotterygame-demo.example/submit Sender: VM-LOTTOGAME",English,Phishing,154,True,https://lotterygame-demo.example/submit,lotterygame-demo.example,154,17,0,1,0,0,0,5,24
SD0207,Gambling/Gaming Scams,Aapke Khelo24 account mein signup bonus Rs.2000 add hua hai. Abhi claim karein: https://khelo24-signup.example/claim Helpline: +91-9822115566,Hinglish,Phishing,141,True,https://khelo24-signup.example/claim,khelo24-signup.example,141,16,0,1,0,0,0,20,5
SD0208,Social Media Account Scams,Aapka Facebook Dating profile inappropriate content ki wajah se review mein hai. Appeal karein: https://fbdating-review.example/appeal Sender: AD-FBDATING,Hinglish,Phishing,154,True,https://fbdating-review.example/appeal,fbdating-review.example,154,17,0,0,0,0,0,0,15
SD0209,Social Media Account Scams,Your Instagram Reels monetization is paused due to policy review. Confirm eligibility: http://reels-monetize-demo.example/confirm Helpline: +91-9877223366,English,Phishing,154,True,http://reels-monetize-demo.example/confirm,reels-monetize-demo.example,154,15,0,0,2,0,0,12,5
SD0210,Social Media Account Scams,Aapka Threads account verification badge expire hone wala hai. Renew karein abhi: https://threads-badgerenew.example/renew Sender: VM-THREADSBADGE,Hinglish,Phishing,146,True,https://threads-badgerenew.example/renew,threads-badgerenew.example,146,15,1,2,0,0,0,0,18
SD0211,Social Media Account Scams,WhatsApp Web Alert: A new device tried to scan your QR code. Confirm or your chats will be exposed: https://wa-qrcode-demo.example/confirm,English,Phishing,138,True,https://wa-qrcode-demo.example/confirm,wa-qrcode-demo.example,138,20,0,0,2,0,0,0,8
SD0212,Social Media Account Scams,Aapka Telegram channel subscribers fraud activity ki wajah se freeze ho gaya hai. Verify: http://tg-channelfreeze.example/verify Helpline: +91-9900334422,Hinglish,Phishing,153,True,http://tg-channelfreeze.example/verify,tg-channelfreeze.example,153,17,0,2,2,0,0,12,4
SD0213,Social Media Account Scams,Your Facebook Ads account has an unpaid balance of Rs.3400. Settle now to avoid suspension: https://fbads-balance-demo.example/settle Sender: AD-FBADSPAY,English,Phishing,153,True,https://fbads-balance-demo.example/settle,fbads-balance-demo.example,153,18,1,1,1,0,0,4,16
SD0214,Electricity Bill Scams,Aapka APSPDCL bill payment gateway error ki wajah se fail hua. Dobara try karein: https://apspdcl-retry-demo.example/retry Sender: VM-APSPDCL,Hinglish,Phishing,141,True,https://apspdcl-retry-demo.example/retry,apspdcl-retry-demo.example,141,17,0,1,1,0,0,0,19
SD0215,Electricity Bill Scams,Notice: Your electricity bill auto-debit failed due to insufficient balance. Pay manually: http://autodebit-fail.example/pay Helpline: +91-9811556688,English,Phishing,149,True,http://autodebit-fail.example/pay,autodebit-fail.example,149,15,0,0,2,0,0,12,4
SD0216,Electricity Bill Scams,Aapke ghar ka naya digital meter install hone wala hai. Booking fee Rs.299 pay karein: https://digitalmeter-booking.example/pay,Hinglish,Phishing,127,True,https://digitalmeter-booking.example/pay,digitalmeter-booking.example,127,16,0,0,2,0,0,3,3
SD0217,Electricity Bill Scams,CESC Important Notice: Your account shows a billing discrepancy of Rs.670. Resolve within 24 hrs: https://cescdiscrepancy.example/resolve Sender: AD-CESCNOTICE,English,Phishing,159,True,https://cescdiscrepancy.example/resolve,cescdiscrepancy.example,159,18,0,1,0,0,0,5,22
SD0218,Lottery/Reward Scams,"Aapka number Paytm First Games lucky winner list mein hai Rs.30,000 ke liye. Claim karein: https://paytmfirst-lucky.example/claim Sender: VM-PAYTMLUCKY",Hinglish,Phishing,151,True,https://paytmfirst-lucky.example/claim,paytmfirst-lucky.example,151,18,0,0,3,0,0,5,19
SD0219,Lottery/Reward Scams,"Mega Millions India Edition: Your ticket number matches the winning combination! Claim Rs.2,00,000: http://megamillions-india.example/claim Helpline: +91-9822990022",English,Phishing,164,True,http://megamillions-india.example/claim,megamillions-india.example,164,16,0,0,0,1,0,18,8
SD0220,Lottery/Reward Scams,Aapko Diwali bonanza lucky draw mein gold coins jeetne ka mauka mila hai. Register karein: https://diwalibonanza-demo.example/register,Hinglish,Phishing,134,True,https://diwalibonanza-demo.example/register,diwalibonanza-demo.example,134,16,0,0,2,0,0,0,3
SD0221,Lottery/Reward Scams,"Notice: Your old currency notes qualify for RBI exchange reward of Rs.25,000. Apply here: https://rbiexchange-demo.example/apply Sender: AD-RBIREWARD",English,Phishing,149,True,https://rbiexchange-demo.example/apply,rbiexchange-demo.example,149,17,0,0,2,0,0,5,19
SD0222,Job Scams,"Aapko ek MNC company se WFH job offer mila hai Rs.30,000 fixed salary ke saath. Apply abhi: https://mncwfh-job.example/apply Sender: VM-MNCJOB",Hinglish,Phishing,142,True,https://mncwfh-job.example/apply,mncwfh-job.example,142,20,0,0,2,0,0,5,18
SD0223,Job Scams,"Urgent Vacancy: Content writer needed, work 2hrs/day, earn Rs.15000/week. No experience required: http://contentwriter-job.example/apply Helpline: +91-9900112266",English,Phishing,161,True,http://contentwriter-job.example/apply,contentwriter-job.example,161,15,1,0,1,0,0,18,6
SD0224,Job Scams,Aapka resume Infosys recruitment drive ke liye shortlist hua hai. Confirm interview slot: https://infosysdrive-demo.example/confirm,Hinglish,Phishing,131,True,https://infosysdrive-demo.example/confirm,infosysdrive-demo.example,131,14,0,0,2,0,0,0,3
SD0225,Job Scams,"Dear Applicant, your virtual assistant job application is approved. Pay onboarding fee Rs.799: https://vajob-onboard.example/pay Sender: AD-VAJOBPAY",English,Phishing,148,True,https://vajob-onboard.example/pay,vajob-onboard.example,148,16,0,0,3,0,0,3,15
SD0226,Credit Card/Loan Scams,"Aapka Bajaj Finserv loan eligibility check complete hui hai, Rs.6 Lakh approved. Confirm: https://bajajloan-approved.example/confirm Sender: VM-BAJAJLOAN",Hinglish,Phishing,153,True,https://bajajloan-approved.example/confirm,bajajloan-approved.example,153,16,0,0,2,0,0,1,18
SD0227,Credit Card/Loan Scams,Your IDFC First credit card cashback of Rs.2200 is ready. Redeem before it expires: http://idfccashback-demo.example/redeem Helpline: +91-9811667733,English,Phishing,148,True,http://idfccashback-demo.example/redeem,idfccashback-demo.example,148,17,1,0,0,0,0,16,9
SD0228,Credit Card/Loan Scams,Aapke gold loan ki application process complete hone wali hai. Final verification karein: https://goldloan-finalverify.example/verify,Hinglish,Phishing,133,True,https://goldloan-finalverify.example/verify,goldloan-finalverify.example,133,14,0,3,2,0,0,0,2
SD0229,Credit Card/Loan Scams,NOTICE: Suspicious transaction blocked on your Yes Bank card. Confirm your identity to unblock: https://yesbankblock-demo.example/confirm Sender: AD-YESBANKSEC,English,Phishing,159,True,https://yesbankblock-demo.example/confirm,yesbankblock-demo.example,159,17,1,3,2,0,0,0,23
SD0230,SIM/KYC Scams,Aapka eSIM activation ke liye KYC verification pending hai. 6 ghante mein complete karein: https://esim-kycpending.example/complete Sender: VM-ESIMKYC,Hinglish,Phishing,150,True,https://esim-kycpending.example/complete,esim-kycpending.example,150,17,0,4,0,0,0,1,17
SD0231,SIM/KYC Scams,Important: Your SIM card registered under your ID shows mismatch in records. Verify now: http://simrecord-mismatch.example/verify Helpline: +91-9822667711,English,Phishing,154,True,http://simrecord-mismatch.example/verify,simrecord-mismatch.example,154,17,1,2,3,0,0,12,9
SD0232,SIM/KYC Scams,Aapka corporate SIM connection company KYC ke bina suspend ho jayega. Turant verify karein: https://corpsimkyc-demo.example/verify,Hinglish,Phishing,130,True,https://corpsimkyc-demo.example/verify,corpsimkyc-demo.example,130,15,0,4,2,0,0,0,8
SD0233,SIM/KYC Scams,TRAI Final Notice: Multiple SIMs found under your Aadhaar. Deactivate unwanted ones here: https://traimultisim-demo.example/deactivate Sender: AD-TRAISIMCHECK,English,Phishing,158,True,https://traimultisim-demo.example/deactivate,traimultisim-demo.example,158,16,0,0,2,0,0,0,27
SD0234,Gambling/Gaming Scams,"Aapke Call Break game mein tournament jeetne par Rs.16,500 ka prize aaya hai. Claim form bharein: https://callbreak-tourney.example/claimform",Hinglish,Phishing,141,True,https://callbreak-tourney.example/claimform,callbreak-tourney.example,141,17,0,0,0,0,0,5,5
SD0235,Gambling/Gaming Scams,Your spin wheel reward of Rs.7800 is about to expire. Login and withdraw now: http://spinwheel-expiry.example/withdraw Sender: VM-SPINWHEEL,English,Phishing,139,True,http://spinwheel-expiry.example/withdraw,spinwheel-expiry.example,139,17,2,3,1,0,0,4,15
SD0236,Social Media Account Scams,Aapka Snapchat Snap Map location sharing settings ke wajah se compromise hua hai. Secure karein: https://snapmap-secure-demo.example/secure,Hinglish,Phishing,139,True,https://snapmap-secure-demo.example/secure,snapmap-secure-demo.example,139,16,0,0,3,0,0,0,5
SD0237,Social Media Account Scams,"Your Facebook account recovery request was received. If this wasn't you, secure it now: http://fbrecovery-alert.example/secure Helpline: +91-9900778833",English,Phishing,151,True,http://fbrecovery-alert.example/secure,fbrecovery-alert.example,151,17,1,1,2,0,0,12,4
SD0238,Electricity Bill Scams,"Aapka NBPDCL bill late fee ke saath pending hai Rs.1,150. Abhi clear karein: https://nbpdcl-latefee.example/clear Sender: AD-NBPDCLFEE",Hinglish,Phishing,134,True,https://nbpdcl-latefee.example/clear,nbpdcl-latefee.example,134,16,0,0,0,0,0,4,21
SD0239,Electricity Bill Scams,"Dear Consumer, your electricity refund of Rs.540 for excess payment is ready. Claim now: http://elecrefund-demo.example/claim Helpline: +91-9811223377",English,Phishing,150,True,http://elecrefund-demo.example/claim,elecrefund-demo.example,150,17,1,3,1,0,0,15,5
SD0240,Lottery/Reward Scams,Aapka number Big Bazaar mega lucky draw mein select hua hai gift hamper ke liye. Confirm address: https://bigbazaar-luckydraw.example/confirm,Hinglish,Phishing,141,True,https://bigbazaar-luckydraw.example/confirm,bigbazaar-luckydraw.example,141,18,0,0,2,0,0,0,4
SD0241,Lottery/Reward Scams,"Festive Reward Alert: You've won a free smartphone worth Rs.20,000. Pay shipping fee Rs.99 to claim: http://festivereward-demo.example/claim Sender: VM-FESTIVEWIN",English,Phishing,162,True,http://festivereward-demo.example/claim,festivereward-demo.example,162,19,0,1,1,0,0,7,20
SD0242,Job Scams,"Aapko ek freelance translation job ka offer mila hai Rs.10,000/project. Apply abhi: https://translatejob-demo.example/apply Sender: AD-TRANSLATEJOB",Hinglish,Phishing,147,True,https://translatejob-demo.example/apply,translatejob-demo.example,147,15,0,0,2,0,0,5,18
SD0243,Job Scams,"Dear Candidate, your online tutoring job application requires a verification deposit of Rs.600: http://tutorjob-deposit.example/pay Helpline: +91-9822334411",English,Phishing,156,True,http://tutorjob-deposit.example/pay,tutorjob-deposit.example,156,16,0,1,1,0,0,15,4
SD0244,Credit Card/Loan Scams,Aapka two-wheeler loan pre-approved hai bina down payment ke. Apply karein abhi: https://twowheelerloan-demo.example/apply,Hinglish,Phishing,122,True,https://twowheelerloan-demo.example/apply,twowheelerloan-demo.example,122,13,0,1,3,0,0,0,2
SD0245,Credit Card/Loan Scams,Your American Express card annual fee waiver is pending confirmation. Confirm now: https://amexwaiver-demo.example/confirm Sender: VM-AMEXWAIVER,English,Phishing,144,True,https://amexwaiver-demo.example/confirm,amexwaiver-demo.example,144,15,1,0,3,0,0,0,17
SD0246,SIM/KYC Scams,Aapka postpaid SIM plan KYC update ke bina downgrade ho jayega. Abhi verify karein: https://postpaidkyc-demo.example/verify Sender: AD-POSTPAIDKYC,Hinglish,Phishing,146,True,https://postpaidkyc-demo.example/verify,postpaidkyc-demo.example,146,17,0,5,3,0,0,0,22
SD0247,SIM/KYC Scams,Important: Your number porting request requires immediate KYC confirmation: http://portingkyc-demo.example/confirm Helpline: +91-9900556622,English,Phishing,139,True,http://portingkyc-demo.example/confirm,portingkyc-demo.example,139,12,0,2,2,0,0,12,6
SD0248,Gambling/Gaming Scams,"Aapka Ludo Supreme tournament prize Rs.21,000 withdrawal ke liye verification pending hai: https://ludosupreme-verify.example/verify Sender: VM-LUDOSUPREME",Hinglish,Phishing,155,True,https://ludosupreme-verify.example/verify,ludosupreme-verify.example,155,15,0,3,2,0,0,5,18
SD0249,Social Media Account Scams,Your Pinterest business account ad spend limit needs verification to continue running ads: http://pinterestads-verify.example/verify Helpline: +91-9811998844,English,Phishing,157,True,http://pinterestads-verify.example/verify,pinterestads-verify.example,157,16,0,6,2,0,0,12,3
SD0250,Electricity Bill Scams,"Aapka MSEB final disconnection notice hai unpaid bill Rs.1,890 ke liye. Turant pay karein: https://msebfinal-demo.example/pay Sender: AD-MSEBFINAL",Hinglish,Phishing,146,True,https://msebfinal-demo.example/pay,msebfinal-demo.example,146,17,1,0,2,0,0,4,19
