SMS_Text,Language,Label
ಸರ್ಕಾರಿ ಸೇವಾ ಅರ್ಜಿಗೆ ಹೆಚ್ಚುವರಿ ಗುರುತಿನ ದೃಢೀಕರಣ ಕೇಳಲಾಗಿದೆ. ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಿ ಮುಂದುವರಿಯಲು link ಬಳಸಿ ಎಂದು ಸೂಚಿಸಲಾಗಿದೆ. ಉಲ್ಲೇಖ: [REF_ID]. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು.,Kannada,Phishing
"ಸೂಚನೆ: ನಿಮ್ಮ digital document ಖಾತೆಯ ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಬೇಕಾಗಿದೆ. ವಿನಂತಿಯನ್ನು active ಇರಿಸಲು ತಕ್ಷಣ action ತೆಗೆದುಕೊಳ್ಳಿ ಎಂದು ತಿಳಿಸಲಾಗಿದೆ. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Phishing
"ಅಧಿಕೃತ ಸೇವಾ ದಾಖಲೆಯಲ್ಲಿ identity details update ಕೇಳಲಾಗಿದೆ. ಸೇವೆ ಸೀಮಿತಗೊಳ್ಳುವ ಮೊದಲು ಖಾತೆಯನ್ನು ದೃಢೀಕರಿಸಿ. ಕೇಳಲಾದ ಮೊತ್ತ ₹499. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ.",Kannada,Phishing
"ನಿಮ್ಮ ಸರ್ಕಾರಿ benefit profile verificationಯ ಸಮಯ ಮುಗಿಯುತ್ತಿದೆ. ಈ activity ನಿಮ್ಮದಾಗಿರದಿದ್ದರೆ identity check ಪೂರ್ಣಗೊಳಿಸಿ. hxxp://secure-check.example/verify ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ.",Kannada,Phishing
ದಯವಿಟ್ಟು ಗಮನಿಸಿ — ನಿಮ್ಮ ಆಧಾರ್-ಲಿಂಕ್ ಸೇವೆಯ ದಾಖಲೆಗಳಲ್ಲಿ ಮರುಪರಿಶೀಲನೆ ಅಗತ್ಯವಿದೆ. ಮೊತ್ತ ಅಥವಾ ಸೇವೆ ಬಿಡುಗಡೆ ಮಾಡಲು account information ಕೇಳಲಾಗಿದೆ. https://account-review.example/confirm ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ.,Kannada,Phishing
DigiLocker profileನಲ್ಲಿ identity check ಬಾಕಿಯಿದೆ. ಈಗ ನೀಡಿರುವ verification ಹಂತವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ. http://kyc-alert.example/update Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು.,Kannada,Phishing
ಸೂಚನೆ: ಸರ್ಕಾರಿ ಸೇವಾ ಅರ್ಜಿಗೆ ಹೆಚ್ಚುವರಿ ಗುರುತಿನ ದೃಢೀಕರಣ ಕೇಳಲಾಗಿದೆ. ಇಂದಿನ review window ಮುಗಿಯುವ ಮೊದಲು ಈ ಪ್ರಕ್ರಿಯೆ ಪೂರ್ಣಗೊಳ್ಳಬೇಕು. ಕೇಳಲಾದ ಮೊತ್ತ ₹249. https://upi-support.example/resolve,Kannada,Phishing
ನಿಮ್ಮ digital document ಖಾತೆಯ ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಬೇಕಾಗಿದೆ. ಪರಿಶೀಲನೆ ವಿಫಲವಾದರೆ ಮುಂದಿನ ಸೇವೆಯನ್ನು ನಿಲ್ಲಿಸುವ ಎಚ್ಚರಿಕೆ ನೀಡಲಾಗಿದೆ. ಉಲ್ಲೇಖ: [REF_ID]. https://parcel-status.example/address ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.,Kannada,Phishing
ಅಧಿಕೃತ ಸೇವಾ ದಾಖಲೆಯಲ್ಲಿ identity details update ಕೇಳಲಾಗಿದೆ. Security team ಹೆಸರಿನಲ್ಲಿ ತಕ್ಷಣ ಪ್ರತಿಕ್ರಿಯಿಸಲು ಸೂಚಿಸಲಾಗಿದೆ. http://reward-center.example/claim ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು.,Kannada,Phishing
"ಸೂಚನೆ: ನಿಮ್ಮ parcel delivery ಮಾಹಿತಿಯಲ್ಲಿ ಸಮಸ್ಯೆ ದಾಖಲಾಗಿದೆ. ಪರಿಶೀಲನೆ ವಿಫಲವಾದರೆ ಮುಂದಿನ ಸೇವೆಯನ್ನು ನಿಲ್ಲಿಸುವ ಎಚ್ಚರಿಕೆ ನೀಡಲಾಗಿದೆ. ಕೇಳಲಾದ ಮೊತ್ತ ₹249. https://job-selection.example/document ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Phishing
"Courier ದಾಖಲೆಯಲ್ಲಿ address confirmation ಬಾಕಿಯಿದೆ. Security team ಹೆಸರಿನಲ್ಲಿ ತಕ್ಷಣ ಪ್ರತಿಕ್ರಿಯಿಸಲು ಸೂಚಿಸಲಾಗಿದೆ. https://card-security.example/review ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ.",Kannada,Phishing
"ನಿಮ್ಮ package ಸ್ಥಳೀಯ delivery ಕೇಂದ್ರದಲ್ಲಿ hold ಆಗಿದೆ. ಸೂಚಿಸಿದ page ತೆರೆಯಿ ಮತ್ತು ಕೇಳಲಾದ ಮಾಹಿತಿಯನ್ನು ನಮೂದಿಸಿ. http://utility-notice.example/pay ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ.",Kannada,Phishing
Delivery requestಗೆ ಹೆಚ್ಚುವರಿ confirmation ಬೇಕಾಗಿದೆ. ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಿ ಮುಂದುವರಿಯಲು link ಬಳಸಿ ಎಂದು ಸೂಚಿಸಲಾಗಿದೆ. https://profile-access.example/recover ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ.,Kannada,Phishing
ನಿಮ್ಮ shipment ಮುಂದಿನ ಹಂತ address verification ಮೇಲೆ ಅವಲಂಬಿತವಾಗಿದೆ. ವಿನಂತಿಯನ್ನು active ಇರಿಸಲು ತಕ್ಷಣ action ತೆಗೆದುಕೊಳ್ಳಿ ಎಂದು ತಿಳಿಸಲಾಗಿದೆ. ಕೇಳಲಾದ ಮೊತ್ತ ₹1999. hxxp://secure-check.example/verify,Kannada,Phishing
ಸೂಚನೆ: Courier systemನಲ್ಲಿ ನಿಮ್ಮ parcel status reviewನಲ್ಲಿ ಇದೆ. ಸೇವೆ ಸೀಮಿತಗೊಳ್ಳುವ ಮೊದಲು ಖಾತೆಯನ್ನು ದೃಢೀಕರಿಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.,Kannada,Phishing
ನಿಮ್ಮ parcel delivery ಮಾಹಿತಿಯಲ್ಲಿ ಸಮಸ್ಯೆ ದಾಖಲಾಗಿದೆ. ಈ activity ನಿಮ್ಮದಾಗಿರದಿದ್ದರೆ identity check ಪೂರ್ಣಗೊಳಿಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು.,Kannada,Phishing
Courier ದಾಖಲೆಯಲ್ಲಿ address confirmation ಬಾಕಿಯಿದೆ. ಮೊತ್ತ ಅಥವಾ ಸೇವೆ ಬಿಡುಗಡೆ ಮಾಡಲು account information ಕೇಳಲಾಗಿದೆ. ಉಲ್ಲೇಖ: [REF_ID]. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು.,Kannada,Phishing
"ನಿಮ್ಮ package ಸ್ಥಳೀಯ delivery ಕೇಂದ್ರದಲ್ಲಿ hold ಆಗಿದೆ. ಈಗ ನೀಡಿರುವ verification ಹಂತವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ. ಕೇಳಲಾದ ಮೊತ್ತ ₹1240. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Phishing
"ದಯವಿಟ್ಟು ಗಮನಿಸಿ — Delivery requestಗೆ ಹೆಚ್ಚುವರಿ confirmation ಬೇಕಾಗಿದೆ. ಇಂದಿನ review window ಮುಗಿಯುವ ಮೊದಲು ಈ ಪ್ರಕ್ರಿಯೆ ಪೂರ್ಣಗೊಳ್ಳಬೇಕು. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ.",Kannada,Phishing
"ಸೂಚನೆ: ನಿಮ್ಮ shipment ಮುಂದಿನ ಹಂತ address verification ಮೇಲೆ ಅವಲಂಬಿತವಾಗಿದೆ. ಪರಿಶೀಲನೆ ವಿಫಲವಾದರೆ ಮುಂದಿನ ಸೇವೆಯನ್ನು ನಿಲ್ಲಿಸುವ ಎಚ್ಚರಿಕೆ ನೀಡಲಾಗಿದೆ. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ.",Kannada,Phishing
Courier systemನಲ್ಲಿ ನಿಮ್ಮ parcel status reviewನಲ್ಲಿ ಇದೆ. Security team ಹೆಸರಿನಲ್ಲಿ ತಕ್ಷಣ ಪ್ರತಿಕ್ರಿಯಿಸಲು ಸೂಚಿಸಲಾಗಿದೆ. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ.,Kannada,Phishing
ನಿಮ್ಮ parcel delivery ಮಾಹಿತಿಯಲ್ಲಿ ಸಮಸ್ಯೆ ದಾಖಲಾಗಿದೆ. ಸೂಚಿಸಿದ page ತೆರೆಯಿ ಮತ್ತು ಕೇಳಲಾದ ಮಾಹಿತಿಯನ್ನು ನಮೂದಿಸಿ. ಕೇಳಲಾದ ಮೊತ್ತ ₹850. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು.,Kannada,Phishing
Courier ದಾಖಲೆಯಲ್ಲಿ address confirmation ಬಾಕಿಯಿದೆ. ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಿ ಮುಂದುವರಿಯಲು link ಬಳಸಿ ಎಂದು ಸೂಚಿಸಲಾಗಿದೆ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.,Kannada,Phishing
ನಿಮ್ಮ package ಸ್ಥಳೀಯ delivery ಕೇಂದ್ರದಲ್ಲಿ hold ಆಗಿದೆ. ವಿನಂತಿಯನ್ನು active ಇರಿಸಲು ತಕ್ಷಣ action ತೆಗೆದುಕೊಳ್ಳಿ ಎಂದು ತಿಳಿಸಲಾಗಿದೆ. ಉಲ್ಲೇಖ: [REF_ID]. hxxp://secure-check.example/verify ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.,Kannada,Phishing
ಸೂಚನೆ: Delivery requestಗೆ ಹೆಚ್ಚುವರಿ confirmation ಬೇಕಾಗಿದೆ. ಸೇವೆ ಸೀಮಿತಗೊಳ್ಳುವ ಮೊದಲು accountಯನ್ನು ದೃಢೀಕರಿಸಿ. https://account-review.example/confirm ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು.,Kannada,Phishing
"ನಿಮ್ಮ shipment ಮುಂದಿನ ಹಂತ address verification ಮೇಲೆ ಅವಲಂಬಿತವಾಗಿದೆ. ಈ activity ನಿಮ್ಮದಾಗಿರದಿದ್ದರೆ identity check ಪೂರ್ಣಗೊಳಿಸಿ. ಕೇಳಲಾದ ಮೊತ್ತ ₹499. http://kyc-alert.example/update ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Phishing
"Courier systemನಲ್ಲಿ ನಿಮ್ಮ parcel status reviewನಲ್ಲಿ ಇದೆ. ಮೊತ್ತ ಅಥವಾ ಸೇವೆ ಬಿಡುಗಡೆ ಮಾಡಲು account information ಕೇಳಲಾಗಿದೆ. https://upi-support.example/resolve ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ.",Kannada,Phishing
"ದಯವಿಟ್ಟು ಗಮನಿಸಿ — ನಿಮ್ಮ parcel delivery ಮಾಹಿತಿಯಲ್ಲಿ ಸಮಸ್ಯೆ ದಾಖಲಾಗಿದೆ. ಈಗ ನೀಡಿರುವ verification ಹಂತವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ. https://parcel-status.example/address ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ.",Kannada,Phishing
Courier ದಾಖಲೆಯಲ್ಲಿ address confirmation ಬಾಕಿಯಿದೆ. ಇಂದಿನ review window ಮುಗಿಯುವ ಮೊದಲು ಈ ಪ್ರಕ್ರಿಯೆ ಪೂರ್ಣಗೊಳ್ಳಬೇಕು. http://reward-center.example/claim ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ.,Kannada,Phishing
