Sample_ID,SMS_Text,Language,Script,Label,Scam_Category,URL,Sender_Type,Source_Type,Source,Notes
HIN-L-0469,"अपडेट: आपके आवेदन [REF_ID] को भर्ती टीम ने प्राप्त कर लिया है। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0470,"इंटरव्यू के लिए आपका स्लॉट [DATE] को [TIME] पर निर्धारित है। https://service.example/receipt संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,https://service.example/receipt,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0471,"आपकी प्रोफाइल को अगले भर्ती चरण के लिए भेजा गया है। https://track.example/order यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,https://track.example/order,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0472,"आपके आवेदन की स्थिति कंपनी के भर्ती पोर्टल पर अपडेट हुई है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,https://official.example/app,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0473,"आपका ऑनलाइन टेस्ट [DATE] तक पूरा किया जाना है। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0474,"भर्ती टीम ने आपके रिज्यूमे की समीक्षा दर्ज की है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari + English code-switching,Legitimate,Job / Recruitment Scam,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0475,"अपडेट: आपका इंटरव्यू आमंत्रण आधिकारिक भर्ती पोर्टल में उपलब्ध है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0476,"आपके आवेदन के लिए दस्तावेज जमा करने की रसीद उपलब्ध है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0477,"आपकी जॉब एप्लीकेशन ID [APPLICATION_ID] सफलतापूर्वक बनाई गई है। धन्यवाद। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0478,"आपकी भर्ती प्रक्रिया के अगले चरण की सूचना ईमेल पर भेजी गई है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0479,"आपके आवेदन [REF_ID] को भर्ती टीम ने प्राप्त कर लिया है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0480,"आपके अनुरोध के लिए सूचना: इंटरव्यू के लिए आपका स्लॉट [DATE] को [TIME] पर निर्धारित है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari + English code-switching,Legitimate,Job / Recruitment Scam,https://official.example/app,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0481,"अपडेट: आपकी प्रोफाइल को अगले भर्ती चरण के लिए भेजा गया है। https://portal.example/status यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,https://portal.example/status,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0482,"आपके आवेदन की स्थिति कंपनी के भर्ती पोर्टल पर अपडेट हुई है। https://service.example/receipt संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,https://service.example/receipt,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0483,आपका ऑनलाइन टेस्ट [DATE] तक पूरा किया जाना है। सेवा स्थिति आपके आधिकारिक खाते में भी दिखाई दे सकती है.,Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0484,"भर्ती टीम ने आपके रिज्यूमे की समीक्षा दर्ज की है। कृपया संदर्भ संख्या सुरक्षित रखें. यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0485,"आपका इंटरव्यू आमंत्रण आधिकारिक भर्ती पोर्टल में उपलब्ध है। धन्यवाद। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0486,आपके आवेदन के लिए दस्तावेज जमा करने की रसीद उपलब्ध है। अनुरोध की स्थिति जांचने के लिए आधिकारिक चैनल का उपयोग करें.,Hindi,Devanagari + English code-switching,Legitimate,Job / Recruitment Scam,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0487,"अपडेट: आपकी जॉब एप्लीकेशन ID [APPLICATION_ID] सफलतापूर्वक बनाई गई है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0488,आपकी भर्ती प्रक्रिया के अगले चरण की सूचना ईमेल पर भेजी गई है। इस सूचना को रिकॉर्ड के लिए सुरक्षित रख सकते हैं.,Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0489,"आपके आवेदन [REF_ID] को भर्ती टीम ने प्राप्त कर लिया है। सूचना क्रमांक HIN-01. यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0490,इंटरव्यू के लिए आपका स्लॉट [DATE] को [TIME] पर निर्धारित है। https://service.example/receipt यह सूचना आपके अनुरोध के संदर्भ में है.,Hindi,Devanagari,Legitimate,Job / Recruitment Scam,https://service.example/receipt,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0491,"आपके अनुरोध के लिए सूचना: आपकी प्रोफाइल को अगले भर्ती चरण के लिए भेजा गया है। https://track.example/order यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,Job / Recruitment Scam,https://track.example/order,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0492,"अपडेट: आपका लोन आवेदन [APPLICATION_ID] प्राप्त हो गया है। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari + English code-switching,Legitimate,Loan / Finance,https://official.example/app,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0493,"आपके ऋण आवेदन की स्थिति आधिकारिक खाते में अपडेट हुई है। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Loan / Finance,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0494,"आपके वित्तीय सेवा अनुरोध की समीक्षा शुरू हो गई है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari,Legitimate,Loan / Finance,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0495,"आपके लोन आवेदन के लिए दस्तावेज प्राप्त हो गए हैं। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें।",Hindi,Devanagari,Legitimate,Loan / Finance,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0496,"आपकी EMI राशि ₹7,500 की भुगतान रसीद उपलब्ध है। यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Devanagari,Legitimate,Loan / Finance,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0497,"आपके ऋण खाते में ₹3,499 का भुगतान सफल रहा। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है।",Hindi,Devanagari,Legitimate,Loan / Finance,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0498,"अपडेट: आपका वित्तीय सेवा टिकट [REF_ID] दर्ज हो गया है। संदेश में दी गई राशि, समय और संदर्भ संख्या को अपने सामान्य लेनदेन रिकॉर्ड से मिलाया जा सकता है। किसी भुगतान, पहचान या खाते से जुड़ी कार्रवाई से पहले आधिकारिक ऐप या वेबसाइट पर स्वतंत्र रूप से स्थिति जांचना सुरक्षित तरीका है। यदि यह सूचना किसी खाते, ऑर्डर या सेवा अनुरोध से संबंधित है, तो संबंधित आधिकारिक चैनल में लॉगिन करके अनुरोध की वास्तविक स्थिति देखें। अलग से प्राप्त फोन नंबर, लिंक या भुगतान निर्देशों पर निर्भर रहने के बजाय आधिकारिक सहायता माध्यम का उपयोग करें।",Hindi,Devanagari + English code-switching,Legitimate,Loan / Finance,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0499,आपकी क्रेडिट रिपोर्ट अनुरोध प्रक्रिया में है।,Hindi,Devanagari,Legitimate,Loan / Finance,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
HIN-L-0500,"आपके लोन खाते का स्टेटमेंट आधिकारिक पोर्टल पर उपलब्ध है। धन्यवाद। https://official.example/app यह संदेश किसी सेवा घटना, भुगतान, आवेदन या सुरक्षा स्थिति का संदर्भ दे सकता है। संवेदनशील विवरण साझा करने से पहले संबंधित संस्था के आधिकारिक पोर्टल, ऐप या ग्राहक सेवा से जानकारी सत्यापित करें और अनपेक्षित संपर्क को अलग से जांचें। यह सूचना सेवा स्थिति और अगले चरण के संदर्भ में विवरण देती है। यदि कोई कार्रवाई आवश्यक हो, तो अपने बैंक, सेवा प्रदाता या सरकारी खाते में सीधे लॉगिन करके वही जानकारी जांचें। अनजान संपर्क माध्यम से संवेदनशील जानकारी साझा न करें।",Hindi,Romanized Hindi / Hinglish,Legitimate,Loan / Finance,https://official.example/app,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
