SMS_Text,target,language
SMS: ನಿಮ್ಮ KYC expire ಆಗಿದೆ. Banking access block ಆಗುವ ಮೊದಲು details update ಮಾಡಿ.,1,Kannada
"SMS: Parcel address verify ಆಗಿಲ್ಲ, ಆದ್ದರಿಂದ delivery holdನಲ್ಲಿದೆ. Address confirm ಮಾಡಿ.",1,Kannada
SMS: Refund pending ಇದೆ. Amount ಪಡೆಯಲು ಕೇಳಿದ account details share ಮಾಡಿ. https://service.example/check,1,Kannada
ನಿಮ್ಮನ್ನು work-from-home jobಗೆ shortlist ಮಾಡಲಾಗಿದೆ. Joiningಗಾಗಿ registration amount pay ಮಾಡಿ. https://service.example/check,1,Kannada
Refund pending ಇದೆ — Amount ಪಡೆಯಲು ಕೇಳಿದ account details share ಮಾಡಿ.,1,Kannada
Unknown deviceನಿಂದ account recovery request ಬಂದಿದೆ. Please identity confirm ಮಾಡಿ.,1,Kannada
Interview slot confirm ಮಾಡುವ ಮೊದಲು job application final verification complete ಮಾಡಿ. https://service.example/check ಈ confirmation ಅನ್ನು ನಿಮ್ಮ recordsಗಾಗಿ ಉಳಿಸಿ.,1,Kannada
SMS: ನಿಮ್ಮ KYC expire ಆಗಿದೆ. Banking access block ಆಗುವ ಮೊದಲು details update ಮಾಡಿ. ಇದೇ ಮಾಹಿತಿಯನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲೂ ನೋಡಬಹುದು.,1,Kannada
Card payment verify ಆಗಿಲ್ಲ. Card active ಇರಲು account details ಮತ್ತೆ enter ಮಾಡಿ. Please check the app for details.,1,Kannada
"ನಿಮ್ಮ bank account ಇಂದು suspend ಆಗಬಹುದು, KYC pending ಇದೆ. ದಯವಿಟ್ಟು ತಕ್ಷಣ verify ಮಾಡಿ. For your records. ಈ confirmation ಅನ್ನು ನಿಮ್ಮ recordsಗಾಗಿ ಉಳಿಸಿ.",1,Kannada
SMS: Reward ready ಇದೆ. Cashback ಪಡೆಯಲು verification complete ಮಾಡಿ.,1,Kannada
Loan approve ಆಗಿದೆ ಎಂದು ಮಾಹಿತಿ ಬಂದಿದೆ. Amount release ಮಾಡಲು requested details submit ಮಾಡಿ. https://service.example/check,1,Kannada
Loan approve ಆಗಿದೆ ಎಂದು ಮಾಹಿತಿ ಬಂದಿದೆ. Amount release ಮಾಡಲು requested details submit ಮಾಡಿ.,1,Kannada
Accountನಲ್ಲಿ suspicious activity ಕಂಡುಬಂದಿದೆ. Service block ಆಗುವ ಮೊದಲು identity confirm ಮಾಡಿ. Service details are available in your account. https://service.example/check,1,Kannada
Government benefit verification pending ಇದೆ. Application close ಆಗುವ ಮೊದಲು details confirm ಮಾಡಿ. Thank you.,1,Kannada
"Insurance premium ₹1,999 successfully receive ho gaya hai. Policy details app mein hain. Please use the official app.",0,Hinglish
"Aapka parcel Swiggy se dispatch ho gaya hai, delivery 16 August tak expected hai.",0,Hinglish
"₹1,999 ka UPI payment ABC Store ko successfully receive ho gaya hai. Ref TXN8472. https://service.example/check",0,Hinglish
"Aapke account mein ₹3,499 credit ho gaya hai. Balance banking app mein check kar sakte hain. https://service.example/check",0,Hinglish
₹499 ka recharge successful hai aur plan 18 August tak active hai —,0,Hinglish
Bank branch appointment 21 August ko 11:30 AM par confirmed hai. Please check the app for details.,0,Hinglish
Is month ka account statement official banking app mein available hai. | Account update,0,Hinglish
₹499 ka UPI payment Flipkart ko successfully receive ho gaya hai. Ref TXN8472. | Today,0,Hinglish
Aapka broadband bill ₹499 successfully pay ho gaya hai.,0,Hinglish
"Update: Aapka broadband bill ₹1,999 successfully pay ho gaya hai.",0,Hinglish
"Aapka parcel Flipkart se dispatch ho gaya hai, delivery 21 August tak expected hai. | Account update",0,Hinglish
Aapke reward points ka balance update ho gaya hai. Service details are available in your account. https://service.example/check,0,Hinglish
Aapki ₹499 EMI successfully pay ho gayi hai. Please use the official app.,0,Hinglish
Aapka return pickup 25 August ke liye scheduled hai. | Today Please use the official app.,0,Hinglish
Aapka return pickup 18 August ke liye scheduled hai. https://service.example/check,0,Hinglish
Government service application TXN8472 receive ho gaya hai aur review mein hai — https://service.example/check,0,Hinglish
Aapke new device se login successfully confirm hua hai.,0,Hinglish
Bank branch appointment 18 August ko 9:15 AM par confirmed hai.,0,Hinglish
Update: Is month ka account statement official banking app mein available hai.,0,Hinglish
Update: Aapki subscription renewal successfully process ho gayi hai.,0,Hinglish
Update: Aapka broadband bill ₹249 successfully pay ho gaya hai.,0,Hinglish
"Aapke card se Flipkart par ₹7,500 payment successful hua hai —",0,Hinglish
Aapka broadband bill ₹499 successfully pay ho gaya hai —,0,Hinglish
Government service application REF5291 receive ho gaya hai aur review mein hai.,0,Hinglish
"Update: Insurance premium ₹1,240 successfully receive ho gaya hai. Policy details app mein hain.",0,Hinglish
Bank branch appointment 25 August ko 9:15 AM par confirmed hai. | Account update,0,Hinglish
"Aapka parcel Zomato se dispatch ho gaya hai, delivery 21 August tak expected hai. https://service.example/check",0,Hinglish
Government service application APP7045 receive ho gaya hai aur review mein hai.,0,Hinglish
Aapke new device se login successfully confirm hua hai. https://service.example/check,0,Hinglish
Aapka interview 21 August ko 2:10 PM par scheduled hai. For your records. https://service.example/check,0,Hinglish
Aapke new device se login successfully confirm hua hai. Thank you.,0,Hinglish
"₹7,500 ka UPI payment Jio ko successfully receive ho gaya hai. Ref APP7045. Service details are available in your account.",0,Hinglish
"₹1,240 ka UPI payment Airtel ko successfully receive ho gaya hai. Ref REF5291. Please use the official app.",0,Hinglish
Bank branch appointment 21 August ko 11:30 AM par confirmed hai.,0,Hinglish
"Electricity bill ka ₹3,499 payment successful hai. Receipt portal par available hai.",0,Hinglish
SMS: Aapka return pickup 16 August ke liye scheduled hai. https://service.example/check,0,Hinglish
Is month ka account statement official banking app mein available hai. Please check the app for details.,0,Hinglish
Government service application REF5291 receive ho gaya hai aur review mein hai. Same update aapke official account mein bhi available hai.,0,Hinglish
Aapka document DigiLocker mein view karne ke liye available hai. Please check the app for details.,0,Hinglish
Aapke reward points ka balance update ho gaya hai.,0,Hinglish
Aapke new device se login successfully confirm hua hai. Service details are available in your account.,0,Hinglish
Aapke card se ABC Store par ₹199 payment successful hua hai. https://service.example/check,0,Hinglish
Aapke new device se login successfully confirm hua hai. For your records.,0,Hinglish
Government service application TXN8472 receive ho gaya hai aur review mein hai.,0,Hinglish
Government service application APP7045 receive ho gaya hai aur review mein hai — https://service.example/check,0,Hinglish
Is month ka account statement official banking app mein available hai. For your records.,0,Hinglish
"Insurance premium ₹7,500 successfully receive ho gaya hai. Policy details app mein hain. Thank you.",0,Hinglish
Insurance premium ₹249 successfully receive ho gaya hai. Policy details app mein hain. Please check the app for details. https://service.example/check,0,Hinglish
"Insurance premium ₹3,499 successfully receive ho gaya hai. Policy details app mein hain. https://service.example/check",0,Hinglish
SMS: Government service application REF5291 receive ho gaya hai aur review mein hai. https://service.example/check,0,Hinglish
"₹7,500 ka UPI payment Jio ko successfully receive ho gaya hai. Ref APP7045. | Account update",0,Hinglish
SMS: Aapke new device se login successfully confirm hua hai. https://service.example/check,0,Hinglish
Update: Aapka interview 16 August ko 5:45 PM par scheduled hai.,0,Hinglish
Government service application APP7045 receive ho gaya hai aur review mein hai. Ye status app mein bhi check kar sakte hain.,0,Hinglish
"₹7,500 ka recharge successful hai aur plan 25 August tak active hai.",0,Hinglish
"SMS: ₹1,240 ka recharge successful hai aur plan 21 August tak active hai.",0,Hinglish
SMS: Insurance premium ₹850 successfully receive ho gaya hai. Policy details app mein hain. https://service.example/check,0,Hinglish
Aapka document DigiLocker mein view karne ke liye available hai.,0,Hinglish
Is month ka account statement official banking app mein available hai. | Account update Same update aapke official account mein bhi available hai.,0,Hinglish
Aapke reward points ka balance update ho gaya hai. Thank you. Please use the official app.,0,Hinglish
Update: Aapka interview 25 August ko 2:10 PM par scheduled hai.,0,Hinglish
Aapki ₹499 EMI successfully pay ho gayi hai.,0,Hinglish
"Electricity bill ka ₹1,240 payment successful hai. Receipt portal par available hai. Thank you.",0,Hinglish
Aapke reward points ka balance update ho gaya hai. Please use the official app.,0,Hinglish
"Aapka KYC update request receive ho gaya hai, review ke baad status check karein.",0,Hinglish
"Aapka refund ₹7,500 original payment method mein credit ho gaya hai.",0,Hinglish
"Insurance premium ₹1,240 successfully receive ho gaya hai. Policy details app mein hain. https://service.example/check",0,Hinglish
"Aapke card se Amazon par ₹3,499 payment successful hua hai. Thank you.",0,Hinglish
"Aapka parcel Jio se dispatch ho gaya hai, delivery 21 August tak expected hai. For your records. https://service.example/check",0,Hinglish
"Aapki ₹1,240 EMI successfully pay ho gayi hai. | Service update https://service.example/check",0,Hinglish
"Aapka KYC update request receive ho gaya hai, review ke baad status check karein. https://service.example/check",0,Hinglish
Government service application ORD3816 receive ho gaya hai aur review mein hai — Please use the official app.,0,Hinglish
Aapka broadband bill ₹249 successfully pay ho gaya hai.,0,Hinglish
₹249 ka UPI payment Flipkart ko successfully receive ho gaya hai. Ref APP7045. https://service.example/check,0,Hinglish
"Update: Aapki ₹7,500 EMI successfully pay ho gayi hai.",0,Hinglish
"Aapki ₹1,240 EMI successfully pay ho gayi hai. Thank you. Please use the official app.",0,Hinglish
"Update: Aapki ₹1,999 EMI successfully pay ho gayi hai.",0,Hinglish
Aapki subscription renewal successfully process ho gayi hai —,0,Hinglish
"Update: Electricity bill ka ₹1,240 payment successful hai. Receipt portal par available hai.",0,Hinglish
Electricity bill ka ₹850 payment successful hai. Receipt portal par available hai.,0,Hinglish
"Aapka KYC update request receive ho gaya hai, review ke baad status check karein. Ye status app mein bhi check kar sakte hain.",0,Hinglish
Bank branch appointment 25 August ko 5:45 PM par confirmed hai.,0,Hinglish
Aapka document DigiLocker mein view karne ke liye available hai. For your records.,0,Hinglish
Electricity bill ka ₹199 payment successful hai. Receipt portal par available hai.,0,Hinglish
Aapka interview 25 August ko 11:30 AM par scheduled hai. Service details are available in your account.,0,Hinglish
"Aapka KYC update request receive ho gaya hai, review ke baad status check karein. Thank you.",0,Hinglish
"Insurance premium ₹7,500 successfully receive ho gaya hai. Policy details app mein hain.",0,Hinglish
Aapka return pickup 25 August ke liye scheduled hai. Thank you.,0,Hinglish
Aapka return pickup 21 August ke liye scheduled hai. https://service.example/check,0,Hinglish
Aapka refund ₹850 original payment method mein credit ho gaya hai —,0,Hinglish
"Update: ₹1,999 ka UPI payment ABC Store ko successfully receive ho gaya hai. Ref REF5291. Please use the official app.",0,Hinglish
"Aapka parcel Zomato se dispatch ho gaya hai, delivery 18 August tak expected hai. https://service.example/check",0,Hinglish
"₹1,240 ka UPI payment Zomato ko successfully receive ho gaya hai. Ref TXN8472.",0,Hinglish
"₹7,500 ka UPI payment Flipkart ko successfully receive ho gaya hai. Ref APP7045. For your records. Please use the official app.",0,Hinglish
Aapka interview 16 August ko 2:10 PM par scheduled hai.,0,Hinglish
Aapki subscription renewal successfully process ho gayi hai. Thank you.,0,Hinglish
"Insurance premium ₹7,500 successfully receive ho gaya hai — Policy details app mein hain.",0,Hinglish
Aapka document DigiLocker mein view karne ke liye available hai. Same update aapke official account mein bhi available hai.,0,Hinglish
"Insurance premium ₹1,999 successfully receive ho gaya hai. Policy details app mein hain. Please check the app for details.",0,Hinglish
"Aapki ₹1,240 EMI successfully pay ho gayi hai. Service details are available in your account. Please use the official app.",0,Hinglish
₹850 ka recharge successful hai aur plan 21 August tak active hai.,0,Hinglish
Aapka interview 25 August ko 11:30 AM par scheduled hai. https://service.example/check,0,Hinglish
"Aapka parcel ABC Store se dispatch ho gaya hai, delivery 18 August tak expected hai.",0,Hinglish
Aapka interview 25 August ko 11:30 AM par scheduled hai. https://service.example/check Same update aapke official account mein bhi available hai.,0,Hinglish
"Insurance premium ₹3,499 successfully receive ho gaya hai. Policy details app mein hain. https://service.example/check Ye status app mein bhi check kar sakte hain.",0,Hinglish
Aapka broadband bill ₹850 successfully pay ho gaya hai. For your records.,0,Hinglish
"₹1,240 ka UPI payment Amazon ko successfully receive ho gaya hai. Ref REF5291. For your records.",0,Hinglish
SMS: Government service application APP7045 receive ho gaya hai aur review mein hai. Please use the official app.,0,Hinglish
"₹7,500 ka recharge successful hai aur plan 25 August tak active hai. Is confirmation ko records ke liye rakh sakte hain.",0,Hinglish
₹199 ka UPI payment Airtel ko successfully receive ho gaya hai. Ref ORD3816. For your records.,0,Hinglish
"Aapke card se Amazon par ₹7,500 payment successful hua hai. Please use the official app.",0,Hinglish
₹850 ka UPI payment Amazon ko successfully receive ho gaya hai. Ref TXN8472.,0,Hinglish
"₹1,240 ka UPI payment Swiggy ko successfully receive ho gaya hai — Ref APP7045.",0,Hinglish
"Aapka broadband bill ₹7,500 successfully pay ho gaya hai. https://service.example/check",0,Hinglish
Bank branch appointment 25 August ko 11:30 AM par confirmed hai. Service details are available in your account. https://service.example/check,0,Hinglish
Update: Aapka interview 18 August ko 2:10 PM par scheduled hai.,0,Hinglish
"Update: ₹1,999 ka UPI payment Zomato ko successfully receive ho gaya hai. Ref ORD3816.",0,Hinglish
Aapke reward points ka balance update ho gaya hai. Is confirmation ko records ke liye rakh sakte hain.,0,Hinglish
Is month ka account statement official banking app mein available hai.,0,Hinglish
Aapka broadband bill ₹499 successfully pay ho gaya hai — Ye status app mein bhi check kar sakte hain.,0,Hinglish
"Aapka parcel Airtel se dispatch ho gaya hai, delivery 21 August tak expected hai. For your records.",0,Hinglish
Update: Government service application ORD3816 receive ho gaya hai aur review mein hai.,0,Hinglish
Update: Aapki subscription renewal successfully process ho gayi hai. Ye status app mein bhi check kar sakte hain.,0,Hinglish
Aapka interview 18 August ko 5:45 PM par scheduled hai.,0,Hinglish
Aapka refund ₹850 original payment method mein credit ho gaya hai. Thank you.,0,Hinglish
Aapka KYC expire ho gaya hai. Banking access block hone se pehle details update karein.,1,Hinglish
Aapka KYC expire ho gaya hai. Banking access block hone se pehle details update karein. Please check the app for details.,1,Hinglish
Reward ready hai. Cashback receive karne ke liye verification complete karein. | Today,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. https://service.example/check,1,Hinglish
Insurance claim beneficiary details confirm hone tak process nahi hoga. | Service update Please use the official app.,1,Hinglish
Update: Unknown device se account recovery request aayi hai. Please identity confirm karein.,1,Hinglish
Update: UPI refund release nahi hua. Payment details submit karke process complete karein. https://service.example/check,1,Hinglish
Reward ready hai. Cashback receive karne ke liye verification complete karein.,1,Hinglish
Update: Unknown device se account recovery request aayi hai. Please identity confirm karein. Same update aapke official account mein bhi available hai.,1,Hinglish
Electricity connection suspend ho sakta hai kyunki latest bill verify nahi hua. Thank you. https://service.example/check,1,Hinglish
Refund pending hai. Amount receive karne ke liye requested account details share karein. | Today,1,Hinglish
Electricity connection suspend ho sakta hai kyunki latest bill verify nahi hua.,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai — Please immediately verify karein.",1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein.",1,Hinglish
Update: Security check complete nahi hua to card temporarily disable ho sakta hai.,1,Hinglish
Bank profile security review mein hai. Requested information confirm karein. Thank you. https://service.example/check,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein. Is confirmation ko records ke liye rakh sakte hain. Status app mein bhi check kar sakte hain.",1,Hinglish
Card payment verify nahi hua. Card active rakhne ke liye account details re-enter karein.,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. https://service.example/check,1,Hinglish
Interview slot confirm karne se pehle job application ka final verification complete karein — Please use the official app.,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. Thank you.,1,Hinglish
Loan approve hone ki information mili hai. Amount release karne ke liye requested details submit karein. https://service.example/check,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. | Today,1,Hinglish
Interview slot confirm karne se pehle job application ka final verification complete karein.,1,Hinglish
Insurance claim beneficiary details confirm hone tak process nahi hoga.,1,Hinglish
Refund pending hai. Amount receive karne ke liye requested account details share karein. For your records.,1,Hinglish
Government benefit verification pending hai. Application close hone se pehle details confirm karein. | Account update,1,Hinglish
Electricity connection suspend ho sakta hai kyunki latest bill verify nahi hua. https://service.example/check,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein. Service details are available in your account.",1,Hinglish
"Parcel address verify nahi hua, isliye delivery hold par hai — Please address confirm karein. Please use the official app.",1,Hinglish
Reward ready hai. Cashback receive karne ke liye verification complete karein. Thank you.,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. Service details are available in your account.,1,Hinglish
Update: Reward ready hai. Cashback receive karne ke liye verification complete karein.,1,Hinglish
Loan approve hone ki information mili hai. Amount release karne ke liye requested details submit karein. Please check the app for details.,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. Service details are available in your account.,1,Hinglish
SMS: Aap work-from-home job ke liye shortlist hue hain. Joining ke liye refundable registration amount pay karein. https://service.example/check,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein. For your records. https://service.example/check",1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein.,1,Hinglish
Refund pending hai. Amount receive karne ke liye requested account details share karein. Service details are available in your account. https://service.example/check,1,Hinglish
Aapki UPI service hold par hai — Payment continue karne ke liye verification complete karein. https://service.example/check,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein. Is confirmation ko records ke liye rakh sakte hain. Ye update aapke account mein bhi available hai.",1,Hinglish
Bank profile security review mein hai. Requested information confirm karein.,1,Hinglish
Update: Account mein suspicious activity detect hui hai. Service block hone se pehle identity confirm karein.,1,Hinglish
Loan approve hone ki information mili hai. Amount release karne ke liye requested details submit karein. https://service.example/check Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
Update: Loan approve hone ki information mili hai. Amount release karne ke liye requested details submit karein.,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. Service details are available in your account. Ye status app mein bhi check kar sakte hain.,1,Hinglish
Government benefit verification pending hai — Application close hone se pehle details confirm karein.,1,Hinglish
Interview slot confirm karne se pehle job application ka final verification complete karein. Same update aapke official account mein bhi available hai.,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. Service details are available in your account. https://service.example/check,1,Hinglish
Account mein suspicious activity detect hui hai. Service block hone se pehle identity confirm karein.,1,Hinglish
Unknown device se account recovery request aayi hai. Please identity confirm karein.,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein. For your records. https://service.example/check Ye status app mein bhi check kar sakte hain.",1,Hinglish
Government benefit verification pending hai — Application close hone se pehle details confirm karein. Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
Mobile number ki KYC recheck karni hai — Service active rakhne ke liye aaj verify karein. Please use the official app.,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. Ye status app mein bhi check kar sakte hain. Is message ko records ke liye rakh sakte hain.,1,Hinglish
Bank profile security review mein hai. Requested information confirm karein. Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
SMS: Interview slot confirm karne se pehle job application ka final verification complete karein. https://service.example/check,1,Hinglish
SMS: Electricity connection suspend ho sakta hai kyunki latest bill verify nahi hua.,1,Hinglish
Update: Interview slot confirm karne se pehle job application ka final verification complete karein.,1,Hinglish
SMS: Insurance claim beneficiary details confirm hone tak process nahi hoga.,1,Hinglish
SMS: Account mein suspicious activity detect hui hai. Service block hone se pehle identity confirm karein. https://service.example/check,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. For your records.,1,Hinglish
SMS: Government benefit verification pending hai. Application close hone se pehle details confirm karein. https://service.example/check,1,Hinglish
SMS: Loan approve hone ki information mili hai. Amount release karne ke liye requested details submit karein.,1,Hinglish
Bank profile security review mein hai. Requested information confirm karein. For your records.,1,Hinglish
"Parcel address verify nahi hua, isliye delivery hold par hai. Please address confirm karein.",1,Hinglish
"Parcel address verify nahi hua, isliye delivery hold par hai. Please address confirm karein. | Today",1,Hinglish
Aap work-from-home job ke liye shortlist hue hain. Joining ke liye refundable registration amount pay karein.,1,Hinglish
"Parcel address verify nahi hua, isliye delivery hold par hai. Please address confirm karein. Thank you. https://service.example/check",1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein.,1,Hinglish
Mobile number ki KYC recheck karni hai. Service active rakhne ke liye aaj verify karein. Please check the app for details. https://service.example/check,1,Hinglish
UPI refund release nahi hua. Payment details submit karke process complete karein. Please check the app for details. https://service.example/check,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. Ye status app mein bhi check kar sakte hain. Status app mein bhi check kar sakte hain.,1,Hinglish
Bank profile security review mein hai. Requested information confirm karein. | Today,1,Hinglish
Card payment verify nahi hua. Card active rakhne ke liye account details re-enter karein. Service details are available in your account.,1,Hinglish
UPI refund release nahi hua. Payment details submit karke process complete karein. For your records.,1,Hinglish
Update: Reward ready hai. Cashback receive karne ke liye verification complete karein. Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
Update: Reward ready hai. Cashback receive karne ke liye verification complete karein. https://service.example/check,1,Hinglish
Government benefit verification pending hai. Application close hone se pehle details confirm karein. Please check the app for details.,1,Hinglish
Aapka KYC expire ho gaya hai. Banking access block hone se pehle details update karein. | Today,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. Same update aapke official account mein bhi available hai. Ye update aapke account mein bhi available hai.,1,Hinglish
SMS: Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein.,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein. Please check the app for details.",1,Hinglish
Security check complete nahi hua to card temporarily disable ho sakta hai. Please use the official app.,1,Hinglish
Loan approve hone ki information mili hai. Amount release karne ke liye requested details submit karein.,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. Service details are available in your account. https://service.example/check Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
Unknown device se account recovery request aayi hai. Please identity confirm karein. https://service.example/check,1,Hinglish
Refund pending hai. Amount receive karne ke liye requested account details share karein. Please check the app for details.,1,Hinglish
Update: Insurance claim beneficiary details confirm hone tak process nahi hoga.,1,Hinglish
Update: Mobile number ki KYC recheck karni hai. Service active rakhne ke liye aaj verify karein. https://service.example/check,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. Ye status app mein bhi check kar sakte hain.,1,Hinglish
Interview slot confirm karne se pehle job application ka final verification complete karein. Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai — Please immediately verify karein. Same update aapke official account mein bhi available hai.",1,Hinglish
Aapka KYC expire ho gaya hai. Banking access block hone se pehle details update karein. Thank you.,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. Service details are available in your account. https://service.example/check,1,Hinglish
Insurance claim beneficiary details confirm hone tak process nahi hoga. Same update aapke official account mein bhi available hai.,1,Hinglish
Bank profile security review mein hai. Requested information confirm karein. Service details are available in your account.,1,Hinglish
Card payment verify nahi hua. Card active rakhne ke liye account details re-enter karein. For your records.,1,Hinglish
SMS: UPI refund release nahi hua. Payment details submit karke process complete karein.,1,Hinglish
Aapka KYC expire ho gaya hai — Banking access block hone se pehle details update karein.,1,Hinglish
Update: Unknown device se account recovery request aayi hai. Please identity confirm karein. Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
Update: Reward ready hai. Cashback receive karne ke liye verification complete karein. Please use the official app.,1,Hinglish
Update: Government benefit verification pending hai. Application close hone se pehle details confirm karein. Please use the official app.,1,Hinglish
Reward ready hai. Cashback receive karne ke liye verification complete karein. Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
Interview slot confirm karne se pehle job application ka final verification complete karein. https://service.example/check,1,Hinglish
Loan approve hone ki information mili hai — Amount release karne ke liye requested details submit karein. https://service.example/check,1,Hinglish
"Aapka bank account aaj suspend ho sakta hai, KYC pending hai. Please immediately verify karein. Please check the app for details. Is confirmation ko records ke liye rakh sakte hain.",1,Hinglish
Government benefit verification pending hai. Application close hone se pehle details confirm karein.,1,Hinglish
Aapka KYC expire ho gaya hai. Banking access block hone se pehle details update karein. Thank you. Ye status app mein bhi check kar sakte hain.,1,Hinglish
Account mein suspicious activity detect hui hai. Service block hone se pehle identity confirm karein. Is confirmation ko records ke liye rakh sakte hain.,1,Hinglish
Update: Card payment verify nahi hua. Card active rakhne ke liye account details re-enter karein.,1,Hinglish
Aapka KYC expire ho gaya hai. Banking access block hone se pehle details update karein. Please use the official app.,1,Hinglish
Insurance claim beneficiary details confirm hone tak process nahi hoga. | Account update,1,Hinglish
Subscription payment fail hui hai. Cancellation avoid karne ke liye card information verify karein. Same update aapke official account mein bhi available hai. Is message ko records ke liye rakh sakte hain.,1,Hinglish
UPI refund release nahi hua — Payment details submit karke process complete karein.,1,Hinglish
UPI refund release nahi hua. Payment details submit karke process complete karein.,1,Hinglish
Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. Same update aapke official account mein bhi available hai.,1,Hinglish
Unknown device se account recovery request aayi hai. Please identity confirm karein. Thank you.,1,Hinglish
SMS: Refund pending hai. Amount receive karne ke liye requested account details share karein.,1,Hinglish
UPI refund release nahi hua. Payment details submit karke process complete karein. Please use the official app.,1,Hinglish
Update: Aapki UPI service hold par hai. Payment continue karne ke liye verification complete karein. https://service.example/check,1,Hinglish
"Parcel address verify nahi hua, isliye delivery hold par hai. Please address confirm karein. Thank you.",1,Hinglish
UPI refund release nahi hua. Payment details submit karke process complete karein. Service details are available in your account. Please use the official app.,1,Hinglish
Mobile number ki KYC recheck karni hai. Service active rakhne ke liye aaj verify karein. For your records. Please use the official app.,1,Hinglish
Bank profile security review mein hai. Requested information confirm karein. Please check the app for details.,1,Hinglish
New device login successfully confirm agide. Please check the app for details. Please use the official app.,0,Konglish
Electricity bill ₹249 payment successful agide. Receipt portalnalli ide. Thank you. https://service.example/check,0,Konglish
Nimma document DigiLocker alli view madoke available ide. Please check the app for details.,0,Konglish
Nimma subscription renewal successfully process agide. For your records.,0,Konglish
Nimma document DigiLocker alli view madoke available ide.,0,Konglish
SMS: Return pickup 16 Augustge scheduled agide. Please use the official app.,0,Konglish
"Nimma card inda Swiggyge ₹3,499 payment successful agide. Service details are available in your account. https://service.example/check",0,Konglish
"Nimma parcel ABC Store inda dispatch agide, delivery 21 August varege expected ide. Please use the official app.",0,Konglish
"Update: ₹3,499 recharge successful agide, plan 25 August varege active ide.",0,Konglish
Nimma interview 18 August dina 5:45 PMge scheduled agide.,0,Konglish
Nimma reward points balance update agide. Service details are available in your account. Please use the official app.,0,Konglish
"Nimma accountge ₹7,500 credit agide. Balance official banking appnalli check madabahudu. Please check the app for details. Please use the official app.",0,Konglish
"Nimma card inda Swiggyge ₹7,500 payment successful agide. Service details are available in your account. https://service.example/check",0,Konglish
Update: ₹249 UPI payment Jioge successful agide. Ref ORD3816.,0,Konglish
"SMS: Nimma card inda Jioge ₹1,240 payment successful agide. Please use the official app.",0,Konglish
"₹7,500 recharge successful agide, plan 25 August varege active ide. Please check the app for details.",0,Konglish
Nimma card inda Swiggyge ₹249 payment successful agide —,0,Konglish
Return pickup 21 Augustge scheduled agide. Please check the app for details.,0,Konglish
Nimma card inda Zomatoge ₹199 payment successful agide. Please check the app for details.,0,Konglish
Bank branch appointment 18 August dina 2:10 PMge confirmed agide. For your records. https://service.example/check,0,Konglish
